where,-4,-4,-10,-8,-7,-10,-4,-1,-10,-8,-7,-10,-5,-1,-10,-8,-1,-2,-10,-5,-1,0,-10,-3,-7,-10,-5,-1,0,-10,-3,-2,0,0,0,-2,-10,-5,1,-1,-10,-10,-3,-2,-1,-1,0,0,-2,-10,-5,1,3,-10,3,3,3,3,0,0,-2,-10,-5,1,-10,3,1,1,1,1,-10,-5,1,1,-10,3,1,1,-2,-10,-5,1,1,-10,3,1,1,-2,-10,-5,-4,-4,-8,-6,-7,-4,-1,-8,-6,-7,-5,-1,-8,-1,-1,-2,-5,0,0,-3,0,-7,-5,0,0,-3,-2,0,0,0,0,-2,-5,-1,-1,-1,-3,-2,-1,-1,-1,0,0,-2,-5,3,3,3,3,3,3,3,0,0,-2,-5,1,3,1,1,1,1,1,-5,1,1,3,1,1,1,-2,-5,1,1,3,1,1,1,-2,-5,-4,-4,-10,-6,-7,-4,-1,-10,-6,-7,-5,-1,-10,-1,-1,-2,-5,-1,0,-10,0,-7,-5,-1,0,-10,-2,0,0,0,0,-2,-5,1,-1,-1,-10,-2,-1,-1,-1,0,0,-2,-5,1,3,-10,3,3,3,3,0,0,-2,-5,1,-10,3,1,1,1,1,-5,1,1,-10,3,1,1,-2,-5,1,1,-10,3,1,1,-2,-5,
when,1,1,-7,2,-2,-7,1,1,-7,2,-2,-7,-7,2,-7,2,2,-3,-7,-7,-3,-2,-7,-4,-2,-7,-7,-3,0,-7,-4,-1,0,-2,-2,-3,-7,-7,-1,0,-7,-7,-4,-1,0,0,-2,-2,-3,-7,-7,-1,0,-7,-3,0,0,0,-2,-2,-3,-7,-7,0,-7,-3,0,0,0,0,-7,-7,0,0,-7,-3,-1,-1,-3,-7,-7,0,0,-7,-3,-1,-1,-3,-7,-7,1,1,2,1,-2,1,1,2,1,-2,-7,2,2,2,2,-3,-7,-2,-2,-4,-2,-2,-7,0,0,-4,-1,0,0,-2,-2,-3,-7,0,0,0,-4,-1,0,0,0,-2,-2,-3,-7,0,0,-3,0,0,0,0,-2,-2,-3,-7,0,-3,0,0,0,0,0,-7,0,0,-3,-1,-1,-1,-3,-7,0,0,-3,-1,-1,-1,-3,-7,1,1,-7,1,-2,1,1,-7,1,-2,-7,2,-7,2,2,-3,-7,-3,-2,-7,-2,-2,-7,-3,0,-7,-1,0,0,-2,-2,-3,-7,-1,0,0,-7,-1,0,0,0,-2,-2,-3,-7,-1,0,-7,-3,0,0,0,-2,-2,-3,-7,0,-7,-3,0,0,0,0,-7,0,0,-7,-3,-1,-1,-3,-7,0,0,-7,-3,-1,-1,-3,-7,
who,-5,-5,-10,-8,-5,-10,-5,-1,-10,-8,-5,-10,-4,0,-10,-8,0,-2,-10,-4,4,3,-10,5,-5,-10,-4,4,2,-10,5,3,2,1,1,-2,-10,-4,0,2,-10,-10,5,3,2,2,1,1,-2,-10,-4,0,-1,-10,-5,-1,-1,-1,1,1,-2,-10,-4,-1,-10,-5,-1,-1,-1,-1,-10,-4,0,0,-10,-5,-1,-1,-2,-10,-4,0,0,-10,-5,-1,-1,-2,-10,-4,-5,-5,-8,-7,-5,-5,-1,-8,-7,-5,-4,0,-8,0,0,-2,-4,3,3,5,3,-5,-4,2,2,5,3,2,2,1,1,-2,-4,2,2,2,5,3,2,2,2,1,1,-2,-4,-1,-1,-5,-1,-1,-1,-1,1,1,-2,-4,-1,-5,-1,-1,-1,-1,-1,-4,0,0,-5,-1,-1,-1,-2,-4,0,0,-5,-1,-1,-1,-2,-4,-5,-5,-10,-7,-5,-5,-1,-10,-7,-5,-4,0,-10,0,0,-2,-4,4,3,-10,3,-5,-4,4,2,-10,3,2,2,1,1,-2,-4,0,2,2,-10,3,2,2,2,1,1,-2,-4,0,-1,-10,-5,-1,-1,-1,1,1,-2,-4,-1,-10,-5,-1,-1,-1,-1,-4,0,0,-10,-5,-1,-1,-2,-4,0,0,-10,-5,-1,-1,-2,-4,
